Column,First Author,Second Author,Third Author,Fourth Author,Fifth Author,Sixth Author,Title,Abstract
,Shelby Hallman,Renee Romero,Ashley Peterson,Hannah Sutherland,,,Wealth of Metadata with DDI,"<p>Documentation of research data across the research data lifecycle requires metadata at several stages. The DDI metadata standard provides several products across the data lifecycle to facilitate the capture and use of structured metadata. DDI products allow for both human- and machine-interactions with the documentation. They include DDI-Codebook for entry-level cataloguing; DDI-Lifecycle and Controlled Vocabularies for reusability and more sophisticated descriptions of surveys, questions and instruments; the XKOS extension to the Simple Knowledge Organization System for rich conceptual metadata; and the Structured Data Transformation Language (SDTL) for provenance. In addition, DDI-Cross Domain Integration (DDI-CDI) is a leading-edge product intended to fill the emerging need for integration of data from different disciplinary domains such as health or environmental sciences. The poster will show how the DDI products work together and contribute to researcher&rsquo;s needs for high quality documentation and data and metadata re-use.</p>"
,Shuai Wang,Sae Taniguchi,Satoshi Miwa,,,,Initiatives of Japan Data Catalog for the Humanities and Social Sciences (JDCat): Approach for Consolidating Metadata Cross Institutions in Japan,"<p><span>Japan Data Catalog for the Humanities and Social Sciences (JDCat), which began operation in 2021, serves to improve user experience and data discoverability by enabling batch searches of metadata for data released by five major research institutions in humanities and social sciences in Japan.</span></p>
<p><span>As part of the Program for Strengthening Data Infrastructure for the Humanities and Social Sciences, which aims to operate and disseminate JDCat, the University of Tokyo, as one of the participating institution (headquarters)&nbsp; of the project, is working to disseminate JDCat and promote the usage of data.</span></p>
<p><span>This poster will introduce the JDCat project and provide an overview of the initiatives undertaken by the Social Science Japan Data Archive (SSJDA), which is one of the hub institutions.</span></p>"
,Spencer Samuel,,,,,,Developments in Data Governance at the US Department of Labor,"<p>The US Department of Labor (DOL) contains many agencies which are broken into 3 groups: administration, policy, and enforcement. The Bureau of Labor Statistics sits alone outside this basic framework. These DOL agencies produce data, but this activity is not the main focus of their work. This has consequences, as discoverability, quality, understanding, interoperability, and the ability to blend data are not optimized.</p>
<p>The Office of Data Governance (ODG) at DOL was established and resolved to address these issues. The task for the office is to develop a framework for good data governance at DOL and set a path towards building the capabilities to maintain it. All this is to be done with a small staff and very little budget.</p>
<p>The focus of this talk will be on the 5 enforcement agencies at DOL: EBSA (benefits), MSHA (mine safety), OFCCP (federal contracts), OSHA (occupational safety), and WHD (wages). Enforcement is somewhat of a misnomer, as the main interest of the agencies is to gain compliance with their laws and regulations. When an inspection occurs and violations are found, the efforts of the agencies are to bring the violating establishments into compliance. The efforts are not to punish, though fines are sometimes necessary.</p>
<p>With the exception of mining, inspections occur when a violation is suspected at some establishment. So, the data are not representative of a larger population, and the data are mostly hand entered. As would be expected, problems arise from this situation.</p>
<p>In the talk, we will describe the program being developed by ODG.</p>"
,Stephanie Labou,,,,,,Metadata Ahoy! Charting a reusable path for machine learning,"<p>Machine learning (ML) is more popular than ever, but what is needed to best document, curate, and archive ML research outputs? Data curators are largely in uncharted waters as to what extent repositories are able to manage ML objects and components (data, code, parameters, documentation, etc.) in a way that matches researcher needs and uses. But before we can plot a course towards a set of best practices, we must first ask: where are we now?<br><br>This presentation will provide an overview of a recent research project that assessed how well metadata schema and fields in eight generalist (Figshare, Zenodo, Harvard Dataverse, etc.) and specialist repositories facilitate findability, interoperability, and reusability of ML objects. We will discuss strengths of and opportunities for these repositories, and what generalist repositories can learn from specialist repositories and vice versa. The presentation will also summarize the outputs from this project, all of which are publicly available: a multi-repository metadata field crosswalk, complete metadata exports of nearly 20,000 ML-related items from these repositories, and user interface and code to query repository APIs and standardize and analyze metadata exports. We hope the IASSIST community will dive deep into this bounty of (meta)data!</p>"
,Talya Cooper,,,,,,DDI Training Materials: A Metadata Management Training Resource,"<p>The Data Documentation Initiative (DDI) is an international standard for describing the data produced by surveys and other observational methods in the social, behavioral, economic, and health sciences. DDI is a free standard that can document and manage different stages in the research data lifecycle.&nbsp;</p>
<p>The DDI training materials provide an introduction to metadata and DDI, to those who are new to DDI - from the basics of &lsquo;What is Metadata?&rsquo; to more detailed subjects like &lsquo;Variables and the Variable Cascade&rsquo;. They can be used for your own individual training to gain an understanding of different aspects of DDI, or re-used when developing training activities.</p>
<p>The training materials were developed by the DDI Alliance Training Working Group (DDI TWG), whose mission involves introducing people to DDI and improving people's competence in working with DDI. The resources have been published in the Zenodo community DDI Training Materials (<a href=""../communities/ddi_training_material"">https://zenodo.org/communities/ddi_training_material</a>) in the form of presentations, and include a guide for how to use them. In addition, efforts are being made to translate several presentations into various languages.</p>
<p>The poster was created for the IASSIST 2024 conference and describes the DDI Training resources and how to use them for your own or others learning.</p>
<p>&nbsp;</p>"
,Vanessa Higgins,Jackie Carter,,,,,"Expanding and Refining CAMGDP, the Central Asia and Mongolia Gender Data Portal","<p>Launched in 2023, the Central Asia and Mongolia Gender Data Portal (CAMGDP) is a data portal created by to assist scholars, academics, activists, and students in finding gender-related data on Central Asia and Mongolia. We compile quantitative and qualitative sources, informational websites, media publications, social media, and organizations related to Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan, and Mongolia.<br><br>The portal places a particular focus on highlighting local initiatives and grassroots organizations in an effort to give them the same credit and exposure as their international and foreign counterparts often receive in Western scholarship and media. This poster focuses on the ongoing development work on the portal, including research on Uzbekistan, refinements in metadata, and the development of resource guides, background guides, and translations into the languages of the region.</p>
<div></div>"
,Vasileios Routsis,Oliver Duke-Williams,,,,,Navigating the Future of IASSIST: Perusing the Past – IASSIST Archive Poster,"<p><span>IASSIST Archivist Christine Nieman Hislop presents a Glimpse into the IASSIST Archive! This poster shares a few documents from the founding of IASSIST, including drafts of the constitution and bylaws. Read about the history of the formation of IASSIST and see a list of its first Action Groups. In celebration and preparation for IASSIST's 50th Anniversary and the 50th Annual Conference &ndash; IASSIST 2025 &ndash; to be held in Bristol, UK next year, we proposed an Action Group to commemorate next year&rsquo;s conference through processing and curating documents and memorabilia in the IASSIST Archives.</span></p>"
,Wolfgang Zenk-Möltgen,,,,,,Librarian teach thyself: Exploring natural language processing tools for de-identification as window into AI for librarians,"<p>This poster will present a project that helped librarians learn and teach artificial intelligence (AI) tools for data de-identification. Librarians continue to play an important role in research data management services, offering crucial outreach and instruction to faculty and researchers about data tools, FAIR data, and open science. As AI tools continue to grow in use and popularity, information professionals are poised to offer guidance on data sharing in the AI landscape. Training librarians to train researchers in AI concepts and AI-based data tools helps increase librarian skills in both AI and data management. Data de-identification is a great example of a data management skill that is well suited to AI-based tools. Therefore, this one-hour webinar was created to introduce librarians and information professionals to AI and natural language processing (NLP), and provide fundamental context about how they work through the example of de-identification.</p>
<p>Using a train-the-trainer model, this class explored openly available tools that use NLP to find and redact personally identifying information, and discussed the distinctions between privacy, de-identification, anonymization, and (USA-specific) HIPAA compliance. The removal and de-identification of personal and sensitive information is often a repetitive, time intensive process. These tools can be used to produce HIPAA compliant data that can be more safely shared and help researchers comply with data sharing policies. Teaching librarians about freely available data tools can improve their understanding of AI and expand their institution&rsquo;s data service offerings. Although the workshop presented was focused on librarians, our planning process may be of interest to other trainers interested in introducing AI basics through practical tools. This presentation will describe curriculum development, highlighted tools, and results from a pilot run.</p>"
,Wolfgang Zenk-Möltgen,Hilde Orten,Darren Bell,,,,"Collaborating to Create: A Team-Based, Data-Driven Approach to Developing Generative AI Educational Resources","<p>This individual presentation will describe the creation, management, and data-driven outcomes of a project team assembled in response to burgeoning interest in and concern over the use of AI tools in higher education. The presenters will discuss the process of guiding what began as an ad-hoc interest group into a large-scale, multi-faceted team to enable student learning about AI, based on gathered data. The team is co-led by two librarians, and consists of full-time library staff, instructional development staff, and student library workers. The team collaborates on a suite of projects that include: gathering and analyzing data about current use of AI on campus via a pop-up survey; an IRB survey; an interactive tutorial on the ethical use of AI in coursework; an AI tools resource guide; an external, campus workshop addressing algorithmic bias and bias in AI; and an internal, library workshop on AI in library instruction. Attendees will leave with an understanding of the project components; lessons learned; and insight on how the project outputs address diverse student perceptions and needs surrounding generative AI.</p>"
,Zack MacDonald,,,,,,"Progress, Not Perfection: A Workshop Series on Accessible Data Visualization","<p>Data visualization can improve access to and understanding of information to a wider audience. In emergencies, charts and infographics can be used to quickly communicate information and help with decision making. Despite these benefits, inaccessible data visualizations can exclude people from getting the key information they need to understand a topic or to make decisions. Accessibility is a core part of social justice work and should continue to be a critical component of the future of data.</p>
<p>This poster will cover a workshop series at the University of Washington that teaches attendees how to create more accessible visualizations. The workshops emphasize accessibility at the foundation of visualization creation to be more inclusive of all users, and they provide guidance on topics such as screen readers, color and vision, and more.</p>
<p>The next stage of this workshop series is to gather feedback on the content and presentation, then hopefully make the content, including slides and activities, open to anyone who is interested in using the material to work with their own user groups.</p>"
